Match,Date,Bet,Return,Gain,Meta,Odds,Balance,Comments,BET_TYPE,BET_STYLE,BET_RESULT,TEAM_1,TEAM_2
"Denmark -0.5,-1.0 @ 1.980

$50.00 Single",2021-06-20 19:11:59,50.0,99.0,49.0,EURO,1.98,2191.15,,ASIAN HANDICAP,PRE MATCH,WIN,,
"Ukraine 0.0 @ 2.125

$20.00 Single",2021-06-21 10:52:53,20.0,0.0,-20.0,EURO,2.125,2171.15,,ASIAN HANDICAP,PRE MATCH,LOST,,
"(0-1) Ukraine 0.0 @ 1.950

$30.00 Single",2021-06-21 12:26:59,30.0,30.0,0.0,EURO,1.95,2171.15,,ASIAN HANDICAP,LIVE,PUSH,,
"Denmark -0.5,-1.0 @ 1.890

$30.00 Single",2021-06-21 12:56:54,30.0,56.7,26.7,EURO,1.89,2197.85,,ASIAN HANDICAP,PRE MATCH,WIN,,
"Finland @ 11.00

$10.00 Single",2021-06-21 15:03:01,10.0,0.0,-10.0,EURO,11.0,2187.85,,FINAL RESULT,PRE MATCH,LOST,,
"Finland @ 67.00

$10.00 Single",2021-06-21 15:31:30,10.0,0.0,-10.0,EURO,67.0,2177.85,,FINAL RESULT,PRE MATCH,LOST,,
"Draw @ 3.75

$35.70 Single",2021-06-22 13:29:50,35.7,35.7,0.0,EURO,3.75,2177.85,,FINAL RESULT,PRE MATCH,PUSH,,
"England 1-0 @ 7.50

$10.00 Single",2021-06-22 13:36:11,10.0,28.58,18.58,EURO,7.5,2196.43,,FINAL SCORE,PRE MATCH,WIN,,
"England 2-0 @ 7.50


$10.00 Single",2021-06-22 13:36:19,10.0,0.0,-10.0,EURO,7.5,2186.43,,FINAL SCORE,PRE MATCH,LOST,,
"Scotland 0.0 @ 2.000

$15.70 Single",2021-06-22 13:49:02,15.7,0.0,-15.7,EURO,2.0,2170.73,,ASIAN HANDICAP,PRE MATCH,LOST,,
"France 0.0,-0.5 @ 1.910

$28.58 Single",2021-06-22 15:58:17,28.58,14.29,-14.29,EURO,1.91,2156.44,"France vs Portugal (2:2)
法国也是老演员了
打平输一半",ASIAN HANDICAP,PRE MATCH,LOST,,
"France 0.0,-0.5 @ 1.900

$200.00 Single",2021-06-22 16:02:52,200.0,100.0,-100.0,EURO,1.9,2056.44,"France vs Portugal (2:2)
法国也是老演员了
打平输一半",ASIAN HANDICAP,PRE MATCH,LOST,,
"Portugal 1-0 @ 11.00


$10.00 Single",2021-06-23 08:01:03,10.0,0.0,-10.0,EURO,11.0,2046.44,,FINAL SCORE,PRE MATCH,LOST,,
"Portugal 2-1 @ 15.00


$10.00 Single",2021-06-23 08:01:17,10.0,0.0,-10.0,EURO,15.0,2036.44,,FINAL SCORE,PRE MATCH,LOST,,
"Sweden 0.0 @ 2.060

$30.00 Single",2021-06-23 09:36:56,30.0,51.33,21.33,EURO,2.06,2057.77,,ASIAN HANDICAP,PRE MATCH,WIN,,
"France -0.5 @ 1.960

$51.33 Single",2021-06-23 13:06:41,51.33,23.22,-28.11,EURO,1.96,2029.66,,ASIAN HANDICAP,PRE MATCH,LOST,,
"France -0.5 @ 2.010

$50.00 Single",2021-06-23 13:53:19,50.0,23.2,-26.8,EURO,2.01,2002.86,,ASIAN HANDICAP,PRE MATCH,LOST,,
"Belgium 0.0,-0.5 @ 2.100

$60.71 Single",2021-06-24 17:26:49,60.71,60.71,0.0,EURO,2.1,2002.86,,ASIAN HANDICAP,PRE MATCH,PUSH,,
"Holland -0.5,-1.0 @ 1.890

$50.00 Single",2021-06-24 17:27:25,50.0,0.0,-50.0,EURO,1.89,1952.86,,ASIAN HANDICAP,PRE MATCH,LOST,,
"Belgium 0.0,-0.5 @ 2.090

$110.71 Single",2021-06-25 10:49:40,110.71,231.39,120.68,EURO,2.09,2073.54,,ASIAN HANDICAP,PRE MATCH,WIN,,
"Denmark -0.5 @ 1.910

$50.00 Single",2021-06-26 09:09:13,50.0,95.5,45.5,EURO,1.91,2119.04,,ASIAN HANDICAP,PRE MATCH,WIN,,
"(0-0) Italy -1.0 @ 2.100

$45.50 Single",2021-06-26 13:48:58,45.5,45.5,0.0,EURO,2.1,2119.04,,ASIAN HANDICAP,LIVE,PUSH,,
"(0-0) Italy -1.0 @ 2.100

$35.50 Single",2021-06-26 13:53:04,35.5,0.0,-35.5,EURO,2.1,2083.54,,ASIAN HANDICAP,LIVE,LOST,,
"(0-0) Italy -0.5 @ 2.750

$10.00 Single",2021-06-26 14:16:52,10.0,0.0,-10.0,EURO,2.75,2073.54,,ASIAN HANDICAP,LIVE,LOST,,
"(0-0) Italy -0.5 @ 2.500

$20.00 Single",2021-06-26 15:27:04,20.0,0.0,-20.0,EURO,2.5,2053.54,,ASIAN HANDICAP,LIVE,LOST,,
"(0-0) Italy -0.5 @ 4.000

$20.00 Single",2021-06-26 15:41:51,20.0,0.0,-20.0,EURO,4.0,2033.54,,ASIAN HANDICAP,LIVE,LOST,,
"Italy @ 2.40

$10.00 Single",2021-06-26 15:55:32,10.0,24.0,14.0,EURO,2.4,2047.54,,FINAL RESULT,PRE MATCH,WIN,,
"Italy @ 2.40

$50.00 Single",2021-06-26 15:56:59,50.0,120.0,70.0,EURO,2.4,2117.54,,FINAL RESULT,PRE MATCH,WIN,,
"Italy to score 2nd goal @ 2.20

$20.00 Single",2021-06-26 16:05:46,20.0,44.0,24.0,EURO,2.2,2141.54,,TEAM TO SCORE,LIVE,WIN,,
"Over 2.5 @ 1.83

$24.00 Single",2021-06-26 16:21:14,24.0,44.0,20.0,EURO,1.83,2161.54,,TOTAL GOAL,PRE MATCH,WIN,,
"Belgium 0.0,-0.5 @ 2.150

$88.00 Single",2021-06-27 05:01:58,88.0,189.2,101.2,EURO,2.15,2262.74,"Belgium vs Portugal (1:0)
https://www.notion.so/Euro2020-Knockout-stage-de33691b1052438e8bdf46c40dd25690#98688a7934f24a7e9f5a43c3a61963da",ASIAN HANDICAP,PRE MATCH,WIN,,
"(0-0) Belgium 0.0,-0.5 @ 2.090

$100.00 Single",2021-06-27 13:55:58,100.0,209.0,109.0,EURO,2.09,2371.74,"Belgium vs Portugal (1:0)
https://www.notion.so/Euro2020-Knockout-stage-de33691b1052438e8bdf46c40dd25690#98688a7934f24a7e9f5a43c3a61963da",ASIAN HANDICAP,LIVE,WIN,,
"(1-0) Portugal 0.0 @ 1.700

$100.00 Single",2021-06-27 15:23:20,100.0,100.0,0.0,EURO,1.7,2371.74,"Belgium vs Portugal (1:0)
根据场上形势追滚球平手盘追求安全边际
",ASIAN HANDICAP,LIVE,PUSH,,
"(1-0) Portugal 0.0 @ 1.720

$50.00 Single",2021-06-27 15:38:34,50.0,50.0,0.0,EURO,1.72,2371.74,"Belgium vs Portugal (1:0)
根据场上形势追滚球平手盘追求安全边际
",ASIAN HANDICAP,LIVE,PUSH,,
"England 0.0 @ 1.830

$29.59 Single",2021-06-27 20:29:07,29.59,29.59,0.0,EURO,1.83,2371.74,,ASIAN HANDICAP,PRE MATCH,PUSH,,
"Sweden 0.0,-0.5 @ 2.080

$50.00 Single",2021-06-27 20:29:43,50.0,25.0,-25.0,EURO,2.08,2346.74,,ASIAN HANDICAP,PRE MATCH,LOST,,
"(1-2) Over 3.5 @ 1.820

$20.00 Single",2021-06-28 12:31:08,20.0,36.4,16.4,EURO,1.82,2363.14,,TOTAL GOAL,LIVE,WIN,,
"(0-1) Under 2.0 @ 3.250

$20.00 Single",2021-06-28 15:09:28,20.0,0.0,-20.0,EURO,3.25,2343.14,,TOTAL GOAL,LIVE,LOST,,
"England 0.0 @ 1.820

$46.40 Single",2021-06-28 19:17:58,46.4,46.4,0.0,EURO,1.82,2343.14,,ASIAN HANDICAP,PRE MATCH,PUSH,,
"Germany 0.0 @ 2.000

$100.00 Single",2021-06-29 09:58:53,100.0,100.0,0.0,EURO,2.0,2343.14,,ASIAN HANDICAP,PRE MATCH,PUSH,,
"(0-0) Germany 0.0 @ 2.060

$55.99 Single",2021-06-29 12:26:14,55.99,0.0,-55.99,EURO,2.06,2287.15,,ASIAN HANDICAP,LIVE,LOST,,
"(1-1) Sweden -0.5 @ 3.100

$20.00 Single",2021-06-29 15:21:47,20.0,0.0,-20.0,EURO,3.1,2267.15,,ASIAN HANDICAP,LIVE,LOST,,
"Italy 0.0,-0.5 @ 2.010

$125.00 Single",2021-07-01 12:55:00,125.0,251.25,126.25,EURO,2.01,2393.4,"Italy vs Belgium (2:1)
https://www.notion.so/Euro2020-Knockout-stage-de33691b1052438e8bdf46c40dd25690#af5feb00c74d4ae5a758c1d6b13bea36",ASIAN HANDICAP,PRE MATCH,WIN,,
"Italy -1.0 @ 1.800

$100.00 Single",2021-07-01 12:55:26,100.0,0.0,-100.0,EURO,1.8,2293.4,"Italy vs Belgium (2:1)
https://www.notion.so/Euro2020-Knockout-stage-de33691b1052438e8bdf46c40dd25690#af5feb00c74d4ae5a758c1d6b13bea36",ASIAN HANDICAP,PRE MATCH,LOST,,
"Italy @ 1.66

$100.00 Single",2021-07-01 20:43:11,100.0,166.67,66.67,EURO,1.66,2360.07,"Italy vs Belgium (2:1)
Italy to qualify
",FINAL RESULT,PRE MATCH,WIN,,
"(0-1) Over 2.5 @ 1.920

$20.00 Single",2021-07-02 11:42:40,20.0,0.0,-20.0,EURO,1.92,2340.07,,TOTAL GOAL,LIVE,LOST,,
"(0-0) Italy 0.0,-0.5 @ 1.950

$80.00 Single",2021-07-02 13:54:48,80.0,156.0,76.0,EURO,1.95,2416.07,,ASIAN HANDICAP,LIVE,WIN,,
"Czech Republic 0.0,+0.5 @ 2.090

$43.92 Single",2021-07-02 23:17:15,43.92,0.0,-43.92,EURO,2.09,2372.15,,ASIAN HANDICAP,PRE MATCH,LOST,,
"Czech Republic 2-0 @ 21.00

($20.00 Bet Credits)",2021-07-03 10:15:29,20.0,0.0,-20.0,EURO,21.0,2352.15,,FINAL SCORE,PRE MATCH,LOST,,
"Czech Republic @ 4.20

$30.00 Single",2021-07-03 10:16:06,30.0,0.0,-30.0,EURO,4.2,2322.15,,FINAL RESULT,PRE MATCH,LOST,,
"England -1.0 @ 1.990

$100.00 Single",2021-07-03 13:32:56,100.0,199.0,99.0,EURO,1.99,2421.15,"England vs Ukraine(4:0)
这一场是目前为止史上最大的一注, 比赛分析:
https://www.notion.so/Euro2020-Knockout-stage-de33691b1052438e8bdf46c40dd25690#f9307d84d09f4147b0d555cac6ee1d72",ASIAN HANDICAP,PRE MATCH,WIN,,
"England -1.0 @ 1.990

$200.00 Single",2021-07-03 13:33:25,200.0,398.0,198.0,EURO,1.99,2619.15,"England vs Ukraine(4:0)
这一场是目前为止史上最大的一注, 比赛分析:
https://www.notion.so/Euro2020-Knockout-stage-de33691b1052438e8bdf46c40dd25690#f9307d84d09f4147b0d555cac6ee1d72",ASIAN HANDICAP,PRE MATCH,WIN,,
"England -1.0 @ 1.990

$500.00 Single",2021-07-03 13:34:01,500.0,995.0,495.0,EURO,1.99,3114.15,"England vs Ukraine(4:0)
这一场是目前为止史上最大的一注, 比赛分析:
https://www.notion.so/Euro2020-Knockout-stage-de33691b1052438e8bdf46c40dd25690#f9307d84d09f4147b0d555cac6ee1d72",ASIAN HANDICAP,PRE MATCH,WIN,,
"Italy 2-0 @ 12.00


Free In-Play Bet $20.00",2021-07-05 22:00:45,20.0,0.0,-20.0,EURO,12.0,3094.15,,FINAL SCORE,PRE MATCH,LOST,,
"Italy 0.0,-0.5 @ 2.125

$92.00 Single",2021-07-05 22:01:19,92.0,46.0,-46.0,EURO,2.125,3048.15,,ASIAN HANDICAP,PRE MATCH,LOST,,
"Italy 0.0,-0.5 @ 2.150

$100.00 Single",2021-07-06 12:51:40,100.0,50.0,-50.0,EURO,2.15,2998.15,,ASIAN HANDICAP,PRE MATCH,LOST,,
"Italy @ 2.50

$50.00 Single",2021-07-06 12:55:01,50.0,50.0,0.0,EURO,2.5,2998.15,,FINAL RESULT,PRE MATCH,PUSH,,
"Italy 0.0,-0.5 @ 2.150

$100.00 Single",2021-07-06 12:55:33,100.0,50.0,-50.0,EURO,2.15,2948.15,,ASIAN HANDICAP,PRE MATCH,LOST,,
"Draw @ 3.10

$70.00 Single",2021-07-06 13:38:49,70.0,217.0,147.0,EURO,3.1,3095.15,,FINAL RESULT,PRE MATCH,WIN,,
"Italy 0.0,-0.5 @ 2.140

$100.00 Single",2021-07-06 13:40:15,100.0,50.0,-50.0,EURO,2.14,3045.15,,ASIAN HANDICAP,PRE MATCH,LOST,,
"Draw @ 3.10

$30.00 Single",2021-07-06 13:40:28,30.0,93.0,63.0,EURO,3.1,3108.15,,FINAL RESULT,PRE MATCH,WIN,,
"(0-0) Italy 0.0 @ 1.970

$100.00 Single",2021-07-06 14:17:14,100.0,100.0,0.0,EURO,1.97,3108.15,,ASIAN HANDICAP,LIVE,PUSH,,
"Denmark 2-0 @ 29.00

Free In-Play Bet $20.00",2021-07-07 11:46:17,20.0,0.0,-20.0,EURO,29.0,3088.15,,FINAL SCORE,PRE MATCH,LOST,,
"Over 0.5 @ 1.72

$106.00 Single",2021-07-07 15:56:27,106.0,183.1,77.1,EURO,1.72,3165.25,,TOTAL GOAL,LIVE,WIN,,
"Over 0.5 @ 1.72

$100.00 Single",2021-07-07 15:57:29,100.0,172.73,72.73,EURO,1.72,3237.98,,TOTAL GOAL,LIVE,WIN,,
"MON Canadiens @ 3.30

$5.83 Single",2021-07-07 19:08:18,5.83,0.0,-5.83,NFL,3.3,3232.15,"蒙特里尔加拿大人
NFL决赛，友情支持一手",FINAL RESULT,PRE MATCH,LOST,,
"Italy 2-0 @ 15.00

Free In-Play Bet $20.00",2021-07-09 04:24:32,20.0,0.0,-20.0,EURO,15.0,3212.15,"Italy vs England (1:1)
Euro2020 Final",FINAL SCORE,PRE MATCH,LOST,,
"Draw @ 3.00

$50.00 Single",2021-07-09 04:24:55,50.0,150.0,100.0,EURO,3.0,3312.15,,FINAL RESULT,PRE MATCH,WIN,,
"England 0.0 @ 1.800

$100.00 Single",2021-07-09 08:30:46,100.0,100.0,0.0,EURO,1.8,3312.15,"Italy vs England (1:1)
Euro2020 Final",ASIAN HANDICAP,PRE MATCH,PUSH,,
"Italy 4-1 @ 81.00


$10.00 Single",2021-07-11 09:33:24,10.0,0.0,-10.0,EURO,81.0,3302.15,"Italy vs England (1:1)
Euro2020 Final",FINAL SCORE,PRE MATCH,LOST,,
"England 0.0,-0.5 @ 2.090

$90.00 Single",2021-07-11 12:44:40,90.0,45.0,-45.0,EURO,2.09,3257.15,"Italy vs England (1:1)
Euro2020 Final",ASIAN HANDICAP,PRE MATCH,LOST,,
"(0-1) England 0.0 @ 1.860

$100.00 Single",2021-07-11 14:56:59,100.0,0.0,-100.0,EURO,1.86,3157.15,"Italy vs England (1:1)
Euro2020 Final",ASIAN HANDICAP,LIVE,LOST,,
"(0-1) England 0.0 @ 1.910

$100.00 Single",2021-07-11 15:24:13,100.0,0.0,-100.0,EURO,1.91,3057.15,"Italy vs England (1:1)
Euro2020 Final",ASIAN HANDICAP,LIVE,LOST,,
"(1-1) England 0.0 @ 1.850

$100.00 Single",2021-07-11 15:32:16,100.0,100.0,0.0,EURO,1.85,3057.15,"Italy vs England (1:1)
Euro2020 Final",ASIAN HANDICAP,LIVE,PUSH,,
"England Win in Extra Time @ 3.75

$95.00 Single",2021-07-11 16:01:12,95.0,0.0,-95.0,EURO,3.75,2962.15,"Italy vs England (1:1)
Euro2020 Final",FINAL RESULT,LIVE,LOST,,
"Over 0.5 @ 1.83

$100.00 Single",2021-07-11 16:01:39,100.0,0.0,-100.0,EURO,1.83,2862.15,"Italy vs England (1:1)
Euro2020 Final",TOTAL GOAL,LIVE,LOST,,
"Italy @ 1.90

$100.00 Single",2021-07-11 16:45:18,100.0,190.91,90.91,EURO,1.9,2953.06,"Italy vs England
Penalty shootout
先发点球一方的概率优势, 同时考虑意大利的心理优势",FINAL RESULT,PRE MATCH,WIN,,
"Italy @ 1.90

$300.00 Single",2021-07-11 16:45:29,300.0,572.73,272.73,EURO,1.9,3225.79,"Italy vs England
Penalty shootout
先发点球一方的概率优势, 同时考虑意大利的心理优势",FINAL RESULT,PRE MATCH,WIN,,
"(3-1) Guangzhou FC -0.5 @ 2.150

$50.00 Single",2021-07-18 06:27:09,50.0,0.0,-50.0,,2.15,3175.79,,ASIAN HANDICAP,LIVE,LOST,,
"(0-0) Shanghai Shenhua -1.0 @ 2.600

$50.00 Single",2021-07-19 06:41:00,50.0,50.0,0.0,,2.6,3175.79,,ASIAN HANDICAP,LIVE,PUSH,Shanghai Shenhua,
"Over 2.0 @ 2.050

$50.00 Single",2021-07-22 12:27:21,50.0,102.5,52.5,WWC,2.05,3228.29,"China PR Women v Zambia Women(1st Half Goal Line)
难得买一次大小球, 这个盘口真心白送",TOTAL GOAL,PRE MATCH,WIN,,
"Holland Women 0.0,-0.5 @ 1.900

$100.00 Single",2021-07-23 20:00:00,100.0,50.0,-50.0,WWC,1.9,3178.29,,ASIAN HANDICAP,PRE MATCH,LOST,,
"Holland Women 0.0 @ 1.950

$102.50 Single",2021-07-24 04:59:30,102.5,102.5,0.0,WWC,1.95,3178.29,,ASIAN HANDICAP,PRE MATCH,PUSH,,
"(2-1) Over 5.0 @ 1.850

$52.50 Single",2021-07-27 07:09:20,52.5,97.13,44.63,WWC,1.85,3222.92,"Netherlands Women s China PR Women
(Alternative Goal Line)
这场最后是一个8:2, 超级大球",TOTAL GOAL,LIVE,WIN,,
"(2-1) Over 5.0 @ 2.100

$100.00 Single",2021-07-27 07:15:29,100.0,210.0,110.0,WWC,2.1,3332.92,"Netherlands Women s China PR Women
(Alternative Goal Line)
这场最后是一个8:2, 超级大球",TOTAL GOAL,LIVE,WIN,,
"Canada Women @ 2.87

$107.13 Single",2021-07-27 09:50:42,107.13,96.25,-10.88,,2.87,3322.04,,FINAL RESULT,PRE MATCH,LOST,,
"Canada Women 0.0,+0.5 @ 2.025

$100.00 Single",2021-07-27 16:50:22,100.0,151.25,51.25,WWC,2.025,3373.29,"Canada Women vs Brazil Women(Asian Handicap)
这次女足奥运会拿捏的还是比较准的",ASIAN HANDICAP,PRE MATCH,WIN,,
"Canada Women @ 3.20

$56.25 Single",2021-07-27 19:53:39,56.25,0.0,-56.25,WWC,3.2,3317.04,"Canada Women vs Brazil Women(Asian Handicap)
这次女足奥运会拿捏的还是比较准的",FINAL RESULT,PRE MATCH,LOST,,
"Canada Women 0.0,+0.5 @ 2.075

$40.00 Single",2021-07-27 19:53:54,40.0,61.5,21.5,WWC,2.075,3338.54,"Canada Women vs Brazil Women(Asian Handicap)
这次女足奥运会拿捏的还是比较准的",ASIAN HANDICAP,PRE MATCH,WIN,,
"(0-0) Canada Women 0.0 @ 2.250

$52.75 Single",2021-07-30 05:14:15,52.75,52.75,0.0,WWC,2.25,3338.54,"Canada Women vs Brazil Women(Asian Handicap)
滚球走平手盘目前来看是比较稳的一个选择, 具有很高的安全边际. 优于大小球和某一方进球",ASIAN HANDICAP,LIVE,PUSH,,
"(0-0) Canada Women 0.0 @ 2.250

$60.00 Single",2021-07-30 05:14:28,60.0,60.0,0.0,WWC,2.25,3338.54,"Canada Women vs Brazil Women(Asian Handicap)
滚球走平手盘目前来看是比较稳的一个选择, 具有很高的安全边际. 优于大小球和某一方进球",ASIAN HANDICAP,LIVE,PUSH,,
"Canada Women @ 1.95

$50.00 Single",2021-07-30 05:42:53,50.0,97.5,47.5,,1.95,3386.04,,FINAL RESULT,PRE MATCH,WIN,,
"(0-0) Netherlands Women 0.0 @ 2.150

$60.25 Single",2021-07-30 05:57:57,60.25,60.25,0.0,,2.15,3386.04,,ASIAN HANDICAP,LIVE,PUSH,,
"Miss 2nd Penalty @ 4.00

$10.00 Single",2021-07-31 06:34:36,10.0,0.0,-10.0,,4.0,3376.04,,UNKNOWN,PRE MATCH,LOST,,
"Miss 3rd Penalty @ 3.75

$10.00 Single",2021-07-31 06:34:44,10.0,0.0,-10.0,,3.75,3366.04,,UNKNOWN,PRE MATCH,LOST,,
"Miss 4th Penalty @ 3.50

$10.00 Single",2021-07-31 06:34:55,10.0,0.0,-10.0,,3.5,3356.04,,UNKNOWN,PRE MATCH,LOST,,
"Miss 3rd Penalty @ 3.50

$10.00 Single",2021-07-31 06:35:04,10.0,35.0,25.0,,3.5,3381.04,,UNKNOWN,PRE MATCH,WIN,,
"(1-0) Shanghai Shenhua 0.0 @ 1.900

$55.25 Single",2021-07-31 08:44:47,55.25,55.25,0.0,CSL,1.9,3381.04,,ASIAN HANDICAP,LIVE,PUSH,Shanghai Shenhua,
"(1-0) Shanghai Shenhua 0.0 @ 1.875

$50.00 Single",2021-07-31 08:47:47,50.0,50.0,0.0,CSL,1.875,3381.04,,ASIAN HANDICAP,LIVE,PUSH,Shanghai Shenhua,
"(1-0) Shanghai Shenhua 0.0 @ 1.875

$50.00 Single",2021-07-31 08:58:49,50.0,50.0,0.0,CSL,1.875,3381.04,,ASIAN HANDICAP,LIVE,PUSH,Shanghai Shenhua,
"(0-0) USA 0.0 @ 3.300

$55.25 Single",2021-08-01 21:28:50,55.25,55.25,0.0,,3.3,3381.04,"USA v Mexico(Alternative Asian Handicap)
加勒比金杯赛决赛",ASIAN HANDICAP,LIVE,PUSH,,
"USA @ 7.00

$20.00 Single",2021-08-01 21:29:02,20.0,0.0,-20.0,,7.0,3361.04,"USA v Mexico(Alternative Asian Handicap)
加勒比金杯赛决赛",FINAL RESULT,PRE MATCH,LOST,,
"Japan Olympic @ 5.00

$35.25 Single",2021-08-03 06:14:51,35.25,0.0,-35.25,,5.0,3325.79,,FINAL RESULT,PRE MATCH,LOST,,
"(0-0) Canada Women 0.0 @ 3.100

$50.00 Single",2021-08-06 07:17:58,50.0,50.0,0.0,WWC,3.1,3325.79,"Sweden Women v Canada Women(Asian Handicap - Penalties Converted in Shootout)
女足点球小7的概率非常的大, 点球质量都很低",ASIAN HANDICAP,LIVE,PUSH,,
"(0-0) Canada Women 0.0 @ 2.100

$50.00 Single",2021-08-06 09:33:15,50.0,105.0,55.0,WWC,2.1,3380.79,"Sweden Women v Canada Women(Asian Handicap - Penalties Converted in Shootout)
女足点球小7的概率非常的大, 点球质量都很低",ASIAN HANDICAP,LIVE,WIN,,
"Miss 1st Penalty @ 3.40

$10.00 Single",2021-08-06 09:33:42,10.0,34.0,24.0,,3.4,3404.79,,UNKNOWN,PRE MATCH,WIN,,
"Miss 2nd Penalty @ 3.40

$10.00 Single",2021-08-06 09:33:50,10.0,0.0,-10.0,,3.4,3394.79,,UNKNOWN,PRE MATCH,LOST,,
"Miss 3rd Penalty @ 3.25

$10.00 Single",2021-08-06 09:33:58,10.0,0.0,-10.0,,3.25,3384.79,,UNKNOWN,PRE MATCH,LOST,,
"(1-1) Spain Olympic 0.0 @ 2.000

$59.00 Single",2021-08-07 08:02:25,59.0,59.0,0.0,,2.0,3384.79,,ASIAN HANDICAP,LIVE,PUSH,,
"Over 0.5 @ 2.20

$59.00 Single",2021-08-07 08:32:14,59.0,129.8,70.8,,2.2,3455.59,"Brazil Olympic vs Spain Olympic(Extra Time Goals)
在观察局势后加时追0.5大也是滚球的一个稳健pattern",TOTAL GOAL,LIVE,WIN,,
"Leeds +0.5,+1.0 @ 2.125

$29.80 Single",2021-08-14 06:07:30,29.8,0.0,-29.8,PL,2.125,3425.79,"Leeds vs Man United (1:5)
新赛季欧战第一注，献给利兹联
值得注意的是这个赛季主场有球迷入场后有一定的主场优势",ASIAN HANDICAP,PRE MATCH,LOST,Leeds United,Manchester United
"Chelsea -0.5 @ 1.950

$50.00 Single",2021-08-14 08:10:49,50.0,97.5,47.5,PL,1.95,3473.29,"Chelsea vs Crystal Palace 
切尔西轻松取胜, 从阵容看切尔西是本赛季最大热门",ASIAN HANDICAP,PRE MATCH,WIN,Chelsea,
"(0-0) Osasuna 0.0 @ 1.700

$47.50 Single",2021-08-14 16:39:42,47.5,47.5,0.0,La liga,1.7,3473.29,"　Osasuna v Espanyol (0:0)
武球王回归西甲， 这个赛季应该会看下
滚球平手盘，依然保持不败",ASIAN HANDICAP,LIVE,PUSH,Espanyol,
"Over 2.5 @ 2.070

$50.00 Single",2021-08-15 06:49:29,50.0,50.0,0.0,PL,2.07,3473.29,"Tottenham vs Man City (1:0)
曼城上的轮换阵容, 几个坑逼全数出场
托特那姆没有凯恩其实也不是什么坏事",TOTAL GOAL,PRE MATCH,CASH_OUT,Manchester City,Tottenham
"Tottenham +1.0 @ 1.860

$30.00 Single",2021-08-15 10:29:51,30.0,55.8,25.8,PL,1.86,3499.09,"Tottenham vs Man City (1:0)
曼城上的轮换阵容, 几个坑逼全数出场
托特那姆没有凯恩其实也不是什么坏事",ASIAN HANDICAP,PRE MATCH,WIN,Manchester City,Tottenham
"Barcelona -0.5,-1.0 @ 1.870

$50.00 Single",2021-08-15 12:03:50,50.0,93.5,43.5,La liga,1.87,3542.59,"Barcelona 3: 0  皇家社会
失去梅西其实并不是坏事， 防守和整体性至少会有改善",ASIAN HANDICAP,PRE MATCH,WIN,Barcelona,
"Bayern Munich 0.0,-0.5 @ 2.025

$39.30 Single",2021-08-17 08:13:58,39.3,79.59,40.29,Bundesliga,2.025,3582.88,"Borussia Dortmund v Bayern Munich(Alternative Asian Handicap)
德国超级杯决赛",ASIAN HANDICAP,PRE MATCH,WIN,Bayern Munich,Dortmund
"(0-2) Bayern Munich -0.5 @ 2.375

$30.00 Single",2021-08-17 14:42:25,30.0,0.0,-30.0,Bundesliga,2.375,3552.88,"Borussia Dortmund v Bayern Munich(Alternative Asian Handicap)
这一手贪了一点，滚球走平手盘可保不败",ASIAN HANDICAP,LIVE,LOST,Bayern Munich,Dortmund
"(1-2) Over 4.0 @ 2.250

$29.59 Single",2021-08-21 10:24:18,29.59,29.59,0.0,PL,2.25,3552.88,Leeds v Everton(Alternative Goal Line),TOTAL GOAL,LIVE,PUSH,Leeds United,Everton
"Villarreal 0.0 @ 1.820

$36.97 Single",2021-08-21 12:15:03,36.97,36.97,0.0,La liga,1.82,3552.88,Espanyol v Villarreal(Asian Handicap),ASIAN HANDICAP,PRE MATCH,PUSH,Villarreal,Espanyol
"Chelsea -0.5,-1.0 @ 2.080

$36.97 Single",2021-08-21 21:13:53,36.97,76.9,39.93,,2.08,3592.81,Arsenal v Chelsea(Asian Handicap),ASIAN HANDICAP,PRE MATCH,WIN,Chelsea,Arsenal
"Juventus -1.0 @ 1.980

$40.00 Single",2021-08-22 10:41:18,40.0,0.0,-40.0,Serie A,1.98,3552.81,Udinese v Juventus(Asian Handicap),ASIAN HANDICAP,PRE MATCH,LOST,Juventus,
"Pacos Ferreira +2.0,+2.5 @ 1.900

$26.90 Single",2021-08-26 13:24:25,26.9,0.0,-26.9,,1.9,3525.91,,ASIAN HANDICAP,PRE MATCH,LOST,,
"Pacos Ferreira @ 19.00

$10.00 Single",2021-08-26 13:24:49,10.0,0.0,-10.0,,19.0,3515.91,,FINAL RESULT,PRE MATCH,LOST,,
"Arsenal +1.0,+1.5 @ 2.125

$40.00 Single",2021-08-28 06:18:24,40.0,0.0,-40.0,,2.125,3475.91,,ASIAN HANDICAP,PRE MATCH,LOST,Arsenal,
"(1-1) Liverpool -1.0 @ 2.850

$50.00 Single",2021-08-28 12:53:24,50.0,0.0,-50.0,PL,2.85,3425.91,Liverpool v Chelsea(Alternative Asian Handicap),ASIAN HANDICAP,LIVE,LOST,Liverpool,Chelsea
"Juventus -1.5,-2.0 @ 1.820

$50.00 Single",2021-08-28 13:42:15,50.0,0.0,-50.0,Serie A,1.82,3375.91,Juventus v Empoli(Asian Handicap),ASIAN HANDICAP,PRE MATCH,LOST,Juventus,
