# lbin, tt(98x98), tt(98x150), tt(150x150), te(98x98), te(98x150), te(150x98), te(150x150), ee(98x98), ee(98x150), ee(150x150), bb(98x98), bb(98x150), bb(150x150)
1.250500000000000000e+03 8.346875218423849674e+02 8.422393038438556232e+02 8.583230995262356373e+02 -5.495591366910795195e+00 -8.094840126106939593e+00 -7.502925596694922206e+00 -8.601598979376527510e+00 1.875363123153330136e+01 2.403189170243427597e+01 2.490299531011922340e+01 1.100381619149812140e+00 -4.314421093840273974e-02 -4.832200845314467696e-01
1.300500000000000000e+03 7.346311079261485020e+02 7.159745317936958600e+02 7.079379725959012148e+02 -3.980918286512184068e+01 -3.566849252841500117e+01 -4.028912056997634750e+01 -3.462591044908366911e+01 3.333671346106956435e+01 3.212120873413861943e+01 3.142997530895221203e+01 -4.679717018212222746e-01 7.573925153778152675e-01 -7.142786637874534716e-02
1.350500000000000000e+03 7.940070775416710376e+02 7.778291771742243554e+02 7.746994110310216684e+02 -6.591110623024017912e+01 -6.030503536872700465e+01 -6.573958626914718195e+01 -6.025503482891535612e+01 2.563580944808770568e+01 2.603373333962603553e+01 2.651480831263566174e+01 1.193987760174891610e+00 -2.359215264720698757e-01 -1.451060883075117047e-01
1.400500000000000000e+03 8.317734083739650259e+02 8.330156503979358149e+02 8.398017332343740691e+02 -5.634420105430871217e+01 -5.402770697642557707e+01 -5.778214129579458813e+01 -5.183731056697272521e+01 1.426075418695122110e+01 1.723976469451112692e+01 1.910325585244804714e+01 -2.449832076048287899e+00 -4.623833768860703963e-01 -1.839072158735765017e-01
1.450500000000000000e+03 7.894877252198679116e+02 7.870850425119161855e+02 7.842837515504043040e+02 -2.830584055215630457e+01 -2.852085809613500089e+01 -3.207649114775284716e+01 -2.982664955651927130e+01 8.842890281202397063e+00 1.139149632401377410e+01 1.186320960368620092e+01 7.001818270764734731e-01 4.319995239244679985e-01 -5.662058877306265225e-01
1.500500000000000000e+03 7.320565052817817104e+02 7.298786416636849026e+02 7.331681470291803180e+02 1.922213050012614888e+00 -1.773748790749304138e+00 3.368723590493830855e+00 -1.100675373057613760e+00 1.617029573492996164e+01 1.175834642560497656e+01 1.201910924205992792e+01 2.729050197069297745e+00 -3.714760605509663249e-01 1.092925241319709501e-01
1.550500000000000000e+03 4.878708096002716843e+02 4.820074932898781412e+02 4.784918701017972467e+02 1.900215450875258671e+00 5.813163132998577787e+00 1.913102216059816341e+00 4.882599863125584250e+00 1.669250118542611716e+01 1.766477235827660053e+01 1.644460827051429419e+01 -3.453269169238063707e+00 7.887660971315325620e-01 -2.149751088510722455e-02
1.600500000000000000e+03 4.842546270620136397e+02 4.729031446981923068e+02 4.757588705118856183e+02 -3.244404402175133040e+00 -7.360307175456152429e+00 -1.725555999129309681e+00 -6.884797429016621173e+00 2.129795263627879720e+01 1.953531763309249314e+01 1.996307218436359676e+01 -3.704850215021376236e+00 1.007273210501865579e+00 -9.937720739329060082e-01
1.650500000000000000e+03 4.124818630340162144e+02 4.115256899556657686e+02 4.152201987982051605e+02 -3.126929093231789025e+01 -2.715026102927370744e+01 -2.968043366495792057e+01 -2.901279371384938699e+01 1.845066444821212315e+01 2.079363349200498234e+01 1.819787165582239652e+01 -1.149161039090118575e-01 -3.074084543466138256e-02 -7.032775921225615789e-01
1.700500000000000000e+03 3.892277386542393174e+02 3.809826729042894158e+02 3.812477820002500266e+02 -2.581062099356136486e+01 -3.159115912628368150e+01 -2.576279206490682583e+01 -3.176117324441789336e+01 1.689378575440297325e+01 1.513411035860590559e+01 1.387908888660318318e+01 -4.438101772624758468e+00 -7.209092354131391156e-01 4.744383775215090665e-02
1.750500000000000000e+03 4.401650592144225129e+02 4.300596074203050989e+02 4.269561511050652598e+02 -2.153307360944020132e+01 -2.296562318257602797e+01 -2.403006748490221156e+01 -2.292932091140563955e+01 4.326887023520615827e+00 7.519815914525872280e+00 8.657711348393906547e+00 -1.624555203847988682e+00 1.037032807260796385e+00 -3.524356638391120539e-02
1.800500000000000000e+03 3.731128744349816770e+02 3.704289078607682768e+02 3.743759774225684964e+02 -3.913437264862365428e+00 -1.300579193889091201e+01 -2.722791638088196020e+00 -1.407924112923431004e+01 4.394330990426039030e+00 6.941595936625570396e+00 6.966386306832326625e+00 -2.597381191040461612e+00 -1.675005480722367546e+00 4.633468388313279895e-01
1.850500000000000000e+03 3.073268863265252548e+02 2.997127029672275853e+02 2.981468764711714243e+02 -8.487437232661267927e+00 1.102603601742175199e+00 -8.961685635670718852e+00 2.703420073427819648e-01 8.456848057679348329e+00 1.089495788216001415e+01 9.965148522447003998e+00 1.306189094667698170e+00 -7.905767418020509529e-01 -3.774305789216443885e-01
1.900500000000000000e+03 2.859903196800855767e+02 2.754177954617929345e+02 2.747250631052860967e+02 -5.366328344254066351e+00 -8.921515264396456146e+00 -5.673576980015162974e+00 -8.102157593154796444e+00 1.017839386096119725e+01 1.175938530276123473e+01 1.162541102268417781e+01 -5.089290072169514012e+00 -2.629595493630371816e+00 3.834433200897700567e-01
1.950500000000000000e+03 2.719937982358774775e+02 2.599812814652178190e+02 2.552603083282629655e+02 -2.118755349823259593e+01 -1.931188491008944297e+01 -2.048336750614495472e+01 -1.943872212836760482e+01 1.048559170439705035e+01 1.090428104192969627e+01 1.087896318022021802e+01 -1.302535294735027493e+00 -1.671438937992360874e+00 5.454672681996356465e-01
2.000500000000000000e+03 2.486115564104302109e+02 2.433293770814975403e+02 2.456271621811574732e+02 -1.873449582683790382e+01 -1.816768529202192894e+01 -2.018760000944322996e+01 -1.847531679768411550e+01 8.489894604307306025e+00 9.324798819307266839e+00 7.645037403325718017e+00 2.702694883837689632e-01 -1.452843734210572668e+00 5.168731396106789056e-02
2.075500000000000000e+03 2.439314270654626853e+02 2.400374662451203847e+02 2.409405175306769706e+02 -6.367033298514267692e+00 -1.487960765364588056e+01 -4.154311154993085786e+00 -1.268255512206974167e+01 7.767562003536624182e+00 6.647931067525414406e+00 4.318208062065668429e+00 8.659718356378047766e-01 1.278892330933556920e+00 -1.417437673465943571e-01
2.175500000000000000e+03 1.681553609913643754e+02 1.652410040628566890e+02 1.690401240946590633e+02 3.251705054924395988e+00 -2.843465040421462753e+00 -4.834630820514252747e+00 -3.618214514534197068e+00 8.457868584800600775e-01 5.657320566663631034e+00 4.949103592182142464e+00 3.025069708747794461e+00 -3.402398455350847950e-01 3.966638812453584517e-01
2.275500000000000000e+03 1.392837243130794889e+02 1.316995305659932285e+02 1.348735863759883955e+02 -9.881716901393611252e+00 -7.176950765544751754e+00 -6.879759255882482272e+00 -6.860315887886221375e+00 2.859927955515684683e+00 5.894334106814678620e+00 5.562436863266992937e+00 -5.296317849535443045e+00 9.477520547680727825e-01 -9.489855254609701474e-01
2.375500000000000000e+03 1.323287007021567945e+02 1.210872231213833601e+02 1.249588332203061896e+02 -5.158422838667087618e+00 -7.784234741328437401e+00 -6.744399367110311516e+00 -7.991014686418145274e+00 7.434419659210144360e+00 4.171969180709855785e+00 4.105502452832225480e+00 2.759438062797629154e+00 -4.753722305410515436e-01 3.263167389359570431e-02
2.475500000000000000e+03 1.143487982022832767e+02 1.049194002179975342e+02 1.048910667568760715e+02 -5.315110549830444953e+00 -3.772450953551290009e+00 -1.903059298432216995e+00 -3.243225488566366721e+00 2.508877596184079017e+00 3.883897015321370549e+00 3.097056072156618267e+00 7.863684717874790842e+00 -2.022455347504308776e+00 -5.920344544722454527e-01
2.625500000000000000e+03 9.345905443164130588e+01 8.089188122775944123e+01 8.011000536287008345e+01 -5.814067033882060365e+00 -4.510791535029572863e+00 -3.397808054140874834e+00 -3.431275451252525865e+00 8.271351726246946034e-01 2.526051608152682260e+00 2.769034221028424447e+00 2.593492288809653434e+00 -7.613230283683994348e-02 2.217738158533507642e-01
2.825500000000000000e+03 6.811772917224531909e+01 5.597010576828753869e+01 5.809240041839529312e+01 -4.033249131394517351e-01 -2.078661556077449291e+00 -3.290657584885652298e+00 -1.585568922106045386e+00 2.278816160648221789e+00 2.582859382217527422e+00 1.974161192448771418e+00 3.912744896552817320e+00 -1.118691676659348433e+00 6.868825099679545243e-01
3.025500000000000000e+03 5.682420251794766841e+01 4.611716199479374012e+01 4.528298197542797965e+01 2.822344769253418040e+00 -3.362373336077331132e+00 3.564081996851595213e-01 -1.291947443224870762e+00 -2.050146233751573899e+00 5.805130230108938028e-01 2.009579343491150472e-01 4.777480763607871772e+00 1.506471697566393875e+00 -3.137556035697304235e-01
3.325500000000000000e+03 4.824852157801469588e+01 3.640239530603762574e+01 3.709543329910784593e+01 -1.876992682680030278e+00 -6.438081011643652651e-01 3.496385137354812156e-01 -1.066859603226195441e+00 -6.067894859764618509e+00 -1.142454366481643779e+00 -6.744761353009003368e-01 -2.850505433975785152e+00 -2.399719668214005674e-01 -7.700994745405888020e-01
3.725500000000000000e+03 4.734869523198841534e+01 3.108528970240384481e+01 3.188902643597980457e+01 -1.817366292109198644e+00 -1.403973451473565115e+00 1.847534357229088320e+00 -3.679068000587100151e-01 -1.776480818977661258e+01 1.970574917233384626e+00 -3.906154086836890332e-02 -3.020660309974246616e+00 7.123887850632557583e-01 -3.902271527605934848e-02
4.125500000000000000e+03 4.085521529109968952e+01 3.183664301351059933e+01 3.354093186180200092e+01 7.561145172701858597e-01 -2.440285843210346084e-01 6.759909485774997506e-01 3.030973925073388031e-01 4.442099810403681737e+00 2.586301767615273750e+00 -8.865597434970341473e-01 1.527190543533676959e+01 -2.453259772830665764e+00 -1.994121301649375289e-01
4.525500000000000000e+03 5.977392748832529179e+01 3.574565530213460818e+01 3.470961042281557951e+01 -2.461322924960279046e+00 1.396335917662993309e-01 4.940915439716144775e+00 6.990819498889084826e-01 2.001825644898445500e+00 -3.732285591186482065e+00 1.058902900098255273e+00 -1.137470499445949734e+01 1.531069920725281142e+00 -7.104774356773595478e-01
4.925500000000000000e+03 6.661050956227029474e+01 3.832048582466528330e+01 3.993102129886867857e+01 -1.638695896337801727e+01 -3.177713096532326809e+00 -6.254912475244245318e-01 -1.650349245995814673e+00 -2.885466678156619835e+00 -3.657901876603825375e+00 -2.873380278860404591e-01 9.889626180840522807e+00 -2.843630192567910164e+00 2.815081751352939587e+00
5.325500000000000000e+03 7.326584400265178942e+01 4.757968099947535023e+01 4.575687482657883720e+01 3.060556232437019020e+00 5.436263463776950244e-01 4.417612000346124113e+00 1.053784777220445390e+00 -4.176290190586115614e+00 4.472853542832869067e+00 -9.917286176049994184e-01 -1.472804774423563501e+01 2.750684055670142847e+00 -1.877731881580082307e+00
5.725500000000000000e+03 1.065338566818229395e+02 4.609399070634025719e+01 4.690865352619129425e+01 2.190192446316819863e-01 6.368302186635432793e-01 -2.633237757356896136e+00 -2.583510880973963197e-01 3.135060605427707703e+00 -1.687643761480593474e+00 2.280590176022924798e+00 -9.075194179640522663e+00 6.199867448484370769e+00 -2.113620991063688059e+00
6.125500000000000000e+03 7.468554492858594074e+01 5.234603952869861843e+01 6.098746019337937696e+01 1.693834456385316933e+00 -2.503505880751013990e+00 -8.049275185228163543e-02 -2.878021672364299732e+00 -3.656614248117687538e+01 -5.007771305432062725e+00 -1.618290645479883105e+00 -1.953498616999701198e+02 -1.367384962649996005e+01 -1.128701907765348178e+00
6.725500000000000000e+03 7.321504669690420997e+01 6.280908638497687235e+01 6.651064602807446136e+01 2.224193600355616596e+01 1.071484058579471110e+01 1.168536482627008510e+01 -3.871330226851657841e+00 2.050542417510577309e+01 -6.243900842859360978e+00 4.568407603987159504e+00 -1.641713204449401431e+01 -2.449423588589861822e+01 1.840172117064691859e+00
7.525500000000000000e+03 1.771864030103337200e+02 8.201785508538485203e+01 7.868973333674512105e+01 -2.647385787132254009e+01 -3.201426754874093561e+00 -1.423238751737115337e-01 3.742966691148827962e+00 1.469441898111653302e+02 1.610648351893247820e+01 7.080253184743881434e+00 -5.157186779349199668e+01 -3.121363507320360142e+01 1.914929530939624591e+00
