team_id,team,league,avgGoals,avgGoalsAgainst,avgShotsTotal,avgShotsTotalAgainst,avgShotsOnTarget,avgShotsOnTargetAgainst,avgXg,avgXgAgainst,avgNpxg,avgNpxgAgainst,avgTouchesAtt3rd,avgTouchesAtt3rdAgainst,avgTouchesAttPenArea,avgTouchesAttPenAreaAgainst,avgDribbles,avgDribblesAgainst,avgDribblesCompleted,avgDribblesCompletedAgainst,avgAssistedShots,avgAssistedShotsAgainst,avgPassesIntoFinalThird,avgPassesIntoFinalThirdAgainst,avgPassesIntoPenaltyArea,avgPassesIntoPenaltyAreaAgainst,avgProgressivePasses,avgProgressivePassesAgainst,avgCrossesIntoPenaltyArea,avgCrossesIntoPenaltyAreaAgainst,avgCrosses,avgCrossesAgainst,avgThroughBalls,avgThroughBallsAgainst,avgCornerKicks,avgCornerKicksAgainst,avgPressures,avgPressuresAgainst,avgPressureRegains,avgPressureRegainsAgainst,avgPressuresAtt3rd,avgPressuresAtt3rdAgainst,avgTackles,avgTacklesAgainst,avgTacklesWon,avgTacklesWonAgainst,avgTacklesAtt3rd,avgTacklesAtt3rdAgainst,avgTacklesInterceptions,avgTacklesInterceptionsAgainst,avgAerialsWon,avgAerialsLost,avgFouls,avgNpxg_rank,avgNpxg_tier,avgShotsTotal_rank,avgShotsTotal_tier,avgNpxgAgainst_rank,avgNpxgAgainst_tier,avgShotsTotalAgainst_rank,avgShotsTotalAgainst_tier,avgPassesIntoPenaltyArea_rank,avgPassesIntoPenaltyArea_tier,avgThroughBalls_rank,avgThroughBalls_tier,avgCrosses_rank,avgCrosses_tier,avgProgressivePasses_rank,avgProgressivePasses_tier,avgTouchesAtt3rd_rank,avgTouchesAtt3rd_tier,avgCornerKicks_rank,avgCornerKicks_tier,avgDribbles_rank,avgDribbles_tier,avgFouls_rank,avgFouls_tier,avgAerialsWon_rank,avgAerialsWon_tier,avgTacklesAtt3rd_rank,avgTacklesAtt3rd_tier,avgPressuresAtt3rd_rank,avgPressuresAtt3rd_tier
10,Bologna,Serie_A,1.29,1.66,13.05,13.97,4.63,4.92,1.41,1.7,1.33,1.54,155.92,170.39,22.89,27.26,17.08,13.68,9.82,8.74,9.58,10.55,29.11,29.32,7.34,10.24,34.71,34.76,1.58,2.11,10.89,11.42,0.97,0.97,5.29,5.79,143.34,137.74,40.68,40.37,33.37,29.84,15.03,17.61,8.61,10.68,1.89,2.03,26.68,28.87,16.74,16.21,14.24,26.0,0.3333333333333333,23.0,0.2948717948717949,9.0,0.11538461538461539,15.0,0.19230769230769232,43.0,0.5512820512820513,24.0,0.3076923076923077,56.0,0.717948717948718,29.0,0.3717948717948718,31.0,0.3974358974358974,22.0,0.28205128205128205,21.0,0.2692307692307692,10.0,0.1282051282051282,40.0,0.5128205128205128,51.0,0.6538461538461539,40.0,0.5128205128205128
11,Sheffield Utd,EPL,0.5,1.58,8.45,14.21,2.42,5.39,0.83,1.63,0.75,1.55,157.45,181.08,18.5,26.61,13.39,18.76,7.84,11.32,6.5,10.66,25.24,32.5,7.05,9.58,26.05,35.39,1.68,1.79,11.53,11.58,0.71,1.13,4.47,6.39,160.82,114.42,39.97,35.16,37.08,25.89,17.61,15.03,9.71,9.53,1.87,1.55,29.11,23.29,20.11,22.32,12.08,76.0,0.9743589743589743,76.0,0.9743589743589743,8.0,0.10256410256410256,9.0,0.11538461538461539,46.0,0.5897435897435898,42.0,0.5384615384615384,44.0,0.5641025641025641,63.0,0.8076923076923077,30.0,0.38461538461538464,41.0,0.5256410256410257,66.0,0.8461538461538461,49.0,0.6282051282051282,12.0,0.15384615384615385,53.0,0.6794871794871795,11.0,0.14102564102564102
12,Arminia,Bundesliga,0.68,1.5,9.68,12.94,2.94,4.88,0.9,1.64,0.86,1.51,109.47,166.82,16.94,26.21,13.71,17.29,7.94,11.26,6.59,10.21,21.41,36.26,5.62,10.18,24.06,43.79,1.32,2.32,8.53,13.76,0.41,0.71,3.44,5.41,169.62,134.03,48.65,43.03,34.41,34.62,18.53,16.09,11.59,9.62,1.91,1.82,27.44,25.74,24.47,23.53,11.56,68.0,0.8717948717948718,64.0,0.8205128205128205,10.0,0.1282051282051282,27.0,0.34615384615384615,71.0,0.9102564102564102,69.0,0.8846153846153846,76.0,0.9743589743589743,71.0,0.9102564102564102,72.0,0.9230769230769231,73.0,0.9358974358974359,61.0,0.782051282051282,57.0,0.7307692307692307,4.0,0.05128205128205128,49.0,0.6282051282051282,26.0,0.3333333333333333
13,Barcelona,La_Liga,2.11,0.95,15.08,8.45,6.0,3.24,2.08,1.04,1.91,0.94,276.55,110.47,36.21,17.39,20.68,13.34,13.26,7.66,11.66,5.97,50.11,20.66,14.5,6.21,47.24,24.47,1.5,1.47,10.82,9.18,2.39,0.47,5.71,3.68,133.55,174.71,40.68,41.03,35.29,34.29,14.42,16.66,9.24,10.55,2.16,1.63,23.74,30.55,11.0,8.42,9.5,2.0,0.02564102564102564,8.0,0.10256410256410256,66.0,0.8461538461538461,74.0,0.9487179487179487,2.0,0.02564102564102564,1.0,0.01282051282051282,57.0,0.7307692307692307,4.0,0.05128205128205128,1.0,0.01282051282051282,12.0,0.15384615384615385,6.0,0.07692307692307693,76.0,0.9743589743589743,77.0,0.9871794871794872,27.0,0.34615384615384615,22.0,0.28205128205128205
14,Hertha BSC,Bundesliga,1.18,1.5,11.21,12.44,4.21,3.94,1.24,1.38,1.11,1.2,131.09,163.32,21.74,22.35,16.56,15.41,9.79,9.38,8.06,9.18,24.91,30.47,6.82,8.76,30.79,36.53,2.12,2.09,11.65,11.79,0.59,1.18,4.47,4.68,159.0,151.79,46.44,46.74,33.85,33.09,17.18,18.94,10.35,11.5,1.82,2.18,29.03,29.44,16.94,17.09,13.88,43.0,0.5512820512820513,42.0,0.5384615384615384,39.0,0.5,30.0,0.38461538461538464,53.0,0.6794871794871795,53.0,0.6794871794871795,41.0,0.5256410256410257,41.0,0.5256410256410257,54.0,0.6923076923076923,41.0,0.5256410256410257,28.0,0.358974358974359,17.0,0.21794871794871795,39.0,0.5,58.0,0.7435897435897436,33.0,0.4230769230769231
15,Villarreal,La_Liga,1.5,1.11,10.37,10.68,3.92,3.21,1.53,1.15,1.27,0.97,154.87,144.11,23.87,19.63,18.87,15.26,12.0,9.74,8.24,7.42,32.26,26.29,9.95,7.39,36.11,26.34,2.37,2.71,12.26,15.08,1.34,0.42,4.21,3.87,131.42,165.5,37.5,43.71,31.08,41.61,14.89,16.66,8.95,10.53,1.87,2.5,24.21,27.03,14.13,14.03,11.84,31.0,0.3974358974358974,56.0,0.717948717948718,64.0,0.8205128205128205,53.0,0.6794871794871795,17.0,0.21794871794871795,8.0,0.10256410256410256,36.0,0.46153846153846156,25.0,0.32051282051282054,33.0,0.4230769230769231,54.0,0.6923076923076923,11.0,0.14102564102564102,51.0,0.6538461538461539,65.0,0.8333333333333334,53.0,0.6794871794871795,48.0,0.6153846153846154
16,Athletic Club,La_Liga,1.13,1.08,10.63,9.79,3.5,2.82,1.17,0.95,1.07,0.84,149.68,147.53,20.16,19.76,13.92,14.53,8.29,9.61,7.95,7.18,29.21,26.42,7.84,7.84,33.92,29.08,2.03,2.11,14.29,13.18,0.92,0.55,5.21,4.13,138.16,131.47,38.18,38.21,36.21,25.45,13.76,15.16,9.03,8.92,1.61,1.26,22.92,27.11,18.97,16.66,12.87,47.0,0.6025641025641025,50.0,0.6410256410256411,71.0,0.9102564102564102,63.0,0.8076923076923077,38.0,0.48717948717948717,30.0,0.38461538461538464,7.0,0.08974358974358974,31.0,0.3974358974358974,37.0,0.47435897435897434,24.0,0.3076923076923077,56.0,0.717948717948718,41.0,0.5256410256410257,21.0,0.2692307692307692,71.0,0.9102564102564102,13.0,0.16666666666666666
17,Crotone,Serie_A,1.16,2.37,9.32,15.5,2.92,5.58,1.01,1.88,0.84,1.79,112.71,181.08,17.05,28.74,15.84,14.08,9.37,8.29,6.95,11.66,21.37,32.37,6.29,9.71,28.26,38.0,1.71,2.08,9.74,12.58,0.29,0.97,3.63,6.0,138.18,148.89,38.89,46.97,26.95,40.89,15.84,17.5,9.82,10.79,1.95,2.82,25.24,27.66,13.24,15.13,14.03,70.0,0.8974358974358975,68.0,0.8717948717948718,2.0,0.02564102564102564,3.0,0.038461538461538464,62.0,0.7948717948717948,76.0,0.9743589743589743,69.0,0.8846153846153846,53.0,0.6794871794871795,71.0,0.9102564102564102,69.0,0.8846153846153846,35.0,0.44871794871794873,13.0,0.16666666666666666,71.0,0.9102564102564102,45.0,0.5769230769230769,71.0,0.9102564102564102
18,M'Gladbach,Bundesliga,1.85,1.65,12.97,13.29,4.79,4.21,1.63,1.31,1.39,1.18,143.47,145.44,24.65,24.03,14.74,17.65,9.35,10.38,9.5,9.79,28.24,26.91,7.91,7.88,37.03,33.71,1.76,2.26,9.88,11.97,1.15,0.68,5.15,4.12,141.44,157.65,42.06,50.18,33.94,35.47,16.47,16.74,10.18,10.15,2.0,1.97,29.85,30.0,17.15,16.24,11.79,17.0,0.21794871794871795,24.0,0.3076923076923077,42.0,0.5384615384615384,22.0,0.28205128205128205,37.0,0.47435897435897434,16.0,0.20512820512820512,68.0,0.8717948717948718,23.0,0.2948717948717949,44.0,0.5641025641025641,31.0,0.3974358974358974,45.0,0.5769230769230769,52.0,0.6666666666666666,37.0,0.47435897435897434,38.0,0.48717948717948717,31.0,0.3974358974358974
19,Southampton,EPL,1.24,1.76,10.97,11.08,4.13,4.45,1.12,1.43,1.0,1.25,138.76,153.34,20.87,24.61,16.61,19.71,9.66,10.95,7.58,8.26,23.39,27.66,7.21,8.13,28.61,32.16,1.08,2.03,8.29,12.03,1.05,1.0,4.66,5.16,150.39,155.11,46.89,45.24,32.82,38.03,20.63,18.11,11.97,11.58,2.24,2.58,32.08,29.58,14.66,19.05,11.21,51.0,0.6538461538461539,46.0,0.5897435897435898,34.0,0.4358974358974359,44.0,0.5641025641025641,45.0,0.5769230769230769,21.0,0.2692307692307692,77.0,0.9871794871794872,52.0,0.6666666666666666,48.0,0.6153846153846154,36.0,0.46153846153846156,27.0,0.34615384615384615,63.0,0.8076923076923077,57.0,0.7307692307692307,23.0,0.2948717948717949,42.0,0.5384615384615384
20,Tottenham,EPL,1.74,1.11,11.63,12.55,4.37,3.79,1.44,1.3,1.34,1.1,139.89,172.58,20.26,27.0,17.71,18.18,10.74,10.53,8.08,9.87,28.45,30.47,7.34,9.87,31.08,33.95,1.58,2.47,8.74,13.03,1.18,0.66,4.42,5.29,154.47,143.97,43.24,43.89,31.13,32.05,18.21,18.53,11.13,12.08,2.21,2.26,27.95,30.58,17.84,17.63,11.58,24.0,0.3076923076923077,36.0,0.46153846153846156,53.0,0.6794871794871795,28.0,0.358974358974359,43.0,0.5512820512820513,13.0,0.16666666666666666,75.0,0.9615384615384616,40.0,0.5128205128205128,46.0,0.5897435897435898,46.0,0.5897435897435898,17.0,0.21794871794871795,56.0,0.717948717948718,30.0,0.38461538461538464,24.0,0.3076923076923077,47.0,0.6025641025641025
21,Fiorentina,Serie_A,1.16,1.5,9.66,11.74,3.11,3.63,1.19,1.45,1.07,1.23,148.84,151.11,19.37,22.08,14.18,14.68,8.39,8.13,6.87,8.84,27.87,29.45,6.92,8.05,29.39,32.97,2.71,1.95,12.34,13.03,0.47,1.18,4.42,4.45,136.34,133.34,38.79,39.18,29.39,24.39,15.21,19.16,9.53,11.76,1.92,1.95,24.89,27.82,15.05,16.03,13.89,47.0,0.6025641025641025,65.0,0.8333333333333334,36.0,0.46153846153846156,39.0,0.5,50.0,0.6410256410256411,65.0,0.8333333333333334,33.0,0.4230769230769231,46.0,0.5897435897435898,39.0,0.5,46.0,0.5897435897435898,53.0,0.6794871794871795,16.0,0.20512820512820512,54.0,0.6923076923076923,48.0,0.6153846153846154,59.0,0.7564102564102564
22,Crystal Palace,EPL,1.03,1.74,9.11,14.05,3.39,4.55,0.86,1.52,0.78,1.43,124.61,193.37,18.58,27.16,16.76,17.03,9.82,9.58,6.53,10.21,20.55,39.32,6.42,11.24,25.66,38.5,1.55,3.24,9.08,12.92,0.39,0.97,3.97,6.0,150.05,150.39,39.5,45.45,26.58,36.05,18.26,19.68,10.18,10.79,2.05,2.89,30.34,30.45,19.29,19.11,10.79,74.0,0.9487179487179487,71.0,0.9102564102564102,15.0,0.19230769230769232,13.0,0.16666666666666666,61.0,0.782051282051282,70.0,0.8974358974358975,74.0,0.9487179487179487,65.0,0.8333333333333334,61.0,0.782051282051282,59.0,0.7564102564102564,26.0,0.3333333333333333,66.0,0.8461538461538461,19.0,0.24358974358974358,34.0,0.4358974358974359,72.0,0.9230769230769231
23,Wolfsburg,Bundesliga,1.68,1.06,13.97,10.47,4.76,3.38,1.46,1.24,1.39,1.12,155.65,137.35,23.79,22.44,13.59,18.41,8.29,10.41,10.15,7.5,29.21,24.94,8.74,7.68,37.82,32.44,2.29,2.0,12.59,11.03,0.74,0.97,5.18,5.26,171.44,149.88,57.03,46.82,44.26,30.97,20.88,16.94,12.65,10.41,2.29,2.06,34.44,29.56,18.74,18.26,13.0,17.0,0.21794871794871795,15.0,0.19230769230769232,50.0,0.6410256410256411,56.0,0.717948717948718,29.0,0.3717948717948718,39.0,0.5,27.0,0.34615384615384615,18.0,0.23076923076923078,32.0,0.41025641025641024,25.0,0.32051282051282054,62.0,0.7948717948717948,37.0,0.47435897435897434,22.0,0.28205128205128205,19.0,0.24358974358974358,4.0,0.05128205128205128
24,Benevento,Serie_A,1.05,1.82,10.82,13.18,3.42,4.61,1.09,1.74,0.95,1.64,115.95,180.16,20.42,26.03,10.68,16.11,6.03,9.89,7.68,9.11,19.84,35.82,7.74,10.21,26.87,39.79,2.21,2.29,10.76,14.29,0.84,0.71,4.45,6.03,132.29,121.76,37.97,35.53,24.66,29.5,15.66,13.18,9.55,8.16,1.71,1.76,26.53,21.76,14.45,16.92,13.24,59.0,0.7564102564102564,47.0,0.6025641025641025,3.0,0.038461538461538464,25.0,0.32051282051282054,40.0,0.5128205128205128,31.0,0.3974358974358974,58.0,0.7435897435897436,60.0,0.7692307692307693,70.0,0.8974358974358975,45.0,0.5769230769230769,77.0,0.9871794871794872,30.0,0.38461538461538464,61.0,0.782051282051282,63.0,0.8076923076923077,75.0,0.9615384615384616
25,Real Madrid,La_Liga,1.68,0.71,14.55,9.16,4.37,2.92,1.62,0.96,1.57,0.8,215.03,132.18,30.0,17.16,18.95,14.5,12.11,9.03,11.5,6.79,41.39,25.66,11.58,6.84,40.03,25.45,2.5,2.24,15.18,10.11,1.24,0.55,5.92,4.0,128.42,154.42,37.5,38.71,30.08,36.87,15.05,15.26,9.29,10.13,2.0,1.89,25.74,25.21,12.11,10.74,10.82,12.0,0.15384615384615385,9.0,0.11538461538461539,74.0,0.9487179487179487,68.0,0.8717948717948718,8.0,0.10256410256410256,10.0,0.1282051282051282,3.0,0.038461538461538464,12.0,0.15384615384615385,6.0,0.07692307692307693,7.0,0.08974358974358974,10.0,0.1282051282051282,65.0,0.8333333333333334,75.0,0.9615384615384616,38.0,0.48717948717948717,52.0,0.6666666666666666
26,Stuttgart,Bundesliga,1.59,1.59,13.24,13.41,4.5,4.82,1.56,1.57,1.39,1.41,150.47,155.91,24.68,27.38,21.5,16.32,13.35,9.47,10.06,9.68,28.97,27.68,8.85,10.03,37.38,34.53,2.15,2.65,11.24,12.88,0.71,0.68,4.56,4.76,137.26,170.88,42.41,53.85,35.44,38.94,16.74,21.26,10.29,13.71,2.21,3.26,27.97,34.62,17.59,14.76,12.62,17.0,0.21794871794871795,21.0,0.2692307692307692,17.0,0.21794871794871795,20.0,0.2564102564102564,28.0,0.358974358974359,42.0,0.5384615384615384,51.0,0.6538461538461539,21.0,0.2692307692307692,36.0,0.46153846153846156,38.0,0.48717948717948717,4.0,0.05128205128205128,44.0,0.5641025641025641,32.0,0.41025641025641024,24.0,0.3076923076923077,20.0,0.2564102564102564
27,Leeds United,EPL,1.58,1.37,13.79,14.45,5.16,4.97,1.51,1.66,1.43,1.47,160.37,151.11,25.92,25.5,14.68,20.95,8.45,12.79,10.26,10.68,29.24,22.03,9.79,7.47,37.08,28.18,2.29,1.03,13.66,8.61,1.26,1.13,6.0,5.55,175.21,133.24,51.87,41.79,37.71,36.55,21.74,16.21,12.97,9.82,2.39,2.63,34.29,29.84,15.47,16.11,11.42,16.0,0.20512820512820512,16.0,0.20512820512820512,11.0,0.14102564102564102,8.0,0.10256410256410256,20.0,0.2564102564102564,9.0,0.11538461538461539,10.0,0.1282051282051282,22.0,0.28205128205128205,28.0,0.358974358974359,5.0,0.0641025641025641,47.0,0.6025641025641025,60.0,0.7692307692307693,51.0,0.6538461538461539,12.0,0.15384615384615385,9.0,0.11538461538461539
28,West Brom,EPL,0.87,1.92,8.84,15.55,2.82,6.18,0.89,1.78,0.81,1.56,118.71,209.79,17.18,30.45,14.05,17.11,7.74,10.32,6.05,11.68,20.84,37.66,5.37,10.55,23.0,40.74,1.92,2.08,10.63,13.53,0.63,1.03,3.79,7.0,144.5,118.42,40.24,38.74,29.05,27.82,17.42,16.89,10.45,10.68,1.87,2.34,29.16,25.63,19.5,21.16,10.68,73.0,0.9358974358974359,75.0,0.9615384615384616,6.0,0.07692307692307693,2.0,0.02564102564102564,74.0,0.9487179487179487,50.0,0.6410256410256411,62.0,0.7948717948717948,73.0,0.9358974358974359,67.0,0.8589743589743589,64.0,0.8205128205128205,55.0,0.7051282051282052,68.0,0.8717948717948718,18.0,0.23076923076923078,53.0,0.6794871794871795,60.0,0.7692307692307693
